question,subject,text,rating,reputation,num_upvotes,num_thanks,href,question_timestamp
"Jim Tree borrowed $1,000 at 10 percent for one year. He paid a $45 processing fee and $100 in interest. Thus, the finance charge is $145, the interest plus the application fee. What is the APR for this loan?

APR (to the nearest tenth) =",Mathematics,"
Amount borrowed = $1,000
Total amount paid = Amount borrowed + Finance charge = $1000+145 = $1,145

APR = Finance charge/Amount borrowed = 145/1000 = 0.145 = 14.5%
",0,Ambitious,0,0,https://brainly.com/question/9957374,1525402805
How do institutions like religion and politics play a role in creating or maintaining beliefs and preconceived notions,Health,"
The relation between the religion and politics continue to be important despite the need for the separation of the church and state. Religion plays a role as it make claims on people's allegiance and making these claims on all people rather than a specific community. Politics on the other hand also influences the belief of people as exercising their right to choose for political leaders.
",0,Ambitious,0,0,https://brainly.com/question/9937299,1525310627
"What does this line of code in Python do?:
for i in range 100:
fd(200)
rt(91)
",Computers and technology,"
This line of code tells the ""turtle"" to move forward 200 pixels and right 91°, 100 times.
",5,Brainly User,1,2,https://brainly.com/question/953921,1454721408
The levels of government recognized specifically in the constitution are,Social studies,"
The answer is National, State, and Local.
",0,Helping Hand,0,0,https://brainly.com/question/9996842,1525669220
Polygenic inheritance definition biology,Biology,"
Polygenic of or relating to an inheritable character that is controlled by several genes at once of a related to or determined by polygenes. Genetic science, genetics- the branch of biology that studies heredity and variation in organisms.
",0,Ambitious,0,0,https://brainly.com/question/9979278,1525513809
Why was ms maudie burning a fire in her stove all night?,English,"
In an attempt to keep her plants from freezing, she left the stove on to keep them warm.
",0,Helping Hand,0,0,https://brainly.com/question/9981829,1525524015
"A class consists of 10 male and 10 female students. if four students are selected at random, without replacement, what if four students are selected at random, without replacement, what is the probability that all four are male",Mathematics,"
You can look at this problem step by step. 
First step: Probability that the first pick is male = 10/20   (as 10 males out of 20 people)
2nd step: Probability that the second pick is male= 9/19 (as there are 9 males left out of 19 people) 
3rd step: P = 8/18
4th step: P = 7/17

As these all need to happen once you need to multiply the probabilities. 

The result is: 10/20 * 9/19 * 8/18 * 7/17
You can simplify this if you wish. 
",1,Ambitious,1,2,https://brainly.com/question/9999949,1525685427
Help please it's with mathematics.,Mathematics,"
What is the question
",0,Helping Hand,0,0,https://brainly.com/question/9858249,1524859414
Help please it's with mathematics.,Mathematics,"
Since it is geometric sequence, we know that a₄ = a₁ r³ and a₆ = a₁ r⁵

So we have a₆ / a₄ = a₁ r⁵ / a₁ r³ = r²

Also a₆ / a₄ = 64 / 16 = 4

So r would be either 2 or -2. Let's go with 2 for now.

Now let's find a₁.

a₄ / r = a₃ = 16 / 2 = 8

a₃ / r = a₂ = 8 / 2 = 4

a₂ / r = a₁ = 4 /2 = 2

So S₄ = a₁ + a₂ + a₃ + a₄ = 2 + 4 + 8 + 16 = 30

So final answer: S₄ = 30

Hope this helps.
",0,Ambitious,0,0,https://brainly.com/question/9858249,1524859414
"A friend of mine wears buckskin moccasins every day of her life. She has daytime and evening moccasins. This works fine in Arizona, but when my friend fell in love with a Tasmanian geologist and prepared to move to a rain forest, I worried. Moccasins instantaneously decompose in wet weather. But I should have known, my friend has sense. She bought clear plastic galoshes to button over her moccasins, and writes me that she’s happy..

The author most likely included this excerpt to _____.

a. infer that moccasins are an effective style choice no matter the weather
b. provide anecdotal evidence to support her claim that style is distinct from fashion
c. show that style is more adaptable than fashion
d. support her argument that it really doesn't matter what one wears on one's feet",English,"
C. or D. leaning more towards D. 
",2,Beginner,1,0,https://brainly.com/question/9859645,1524875818
Border conflicts between India and Pakistan have most often occurred in,History,"
Kashmir is where the conflicts have most commonly occurred.

",0,Ambitious,0,0,https://brainly.com/question/9991996,1525627862
What’s wrong with me if I come out out of a cold shower and my legs won’t hold me up and feel like I’m gunna fall back but catch myself like my legs are in fire,Health,"
That is something that cant be explained you will have to go to a doctor or a medical person or physician for that .
or try avoid using a cold shower take a hot shower 
",0,Ambitious,0,1,https://brainly.com/question/9994569,1525656647
"What is theoretical physics
",Physics,"
A branch in physics in which it is completely theoretical, from gaining knowledge and evidence.
A famous theoretical equation that relates to physics is E=mc^2 proposed by Albert Einstein.
",5,Brainly User,1,0,https://brainly.com/question/999643,1455892996
"Ann recently saw an ad for claritin, a medicine perfect for counteracting her allergy symptoms. she immediately went to the store to purchase the product. in terms of the communication process, the claritin ad created",Social studies,"
The correct answer is a response. 

According to the communication process theory, a response refers to the impact or call to action that occurs as a result of a being subject to a message such as a television advertisement. In this instance, the ad about Claritin had an impact on Ann, leading her to immediately go to to a pharmacy to purchase it. 
",0,Ambitious,0,0,https://brainly.com/question/9972810,1525489205
"The mean grades of 30 students in both math and science is 85. If the mean absolute deviation of the grades in math is 1 and the mean absolute deviation for the grades in science is 8, which of the following statements is true?

A. The students scored higher grades in math than in science. 
B. The grades of the students in science are a lot closer to 85 than the grades of the students in math.
C. The grades of the students in math are a lot closer to 85 than the grades of the students in science. 
D. The students scored lower grades in math than in science. 
",Mathematics,"
Mean is the same thing as average
example
the mean of 30 and 40 is 35 because (30+40)/2=70/2=35

mean absolue deviation is when you take the mean of the set
then you find the diffference of each number of the set then take the mean of that
ex if yo uhave 1,2,3,4,5 and the mean is 3, then ou find the absolute value of the difference of each
|1-3|=2
|2-3|=1
|3-3|=0
|4-3|=1
|5-3|=2
add them and divide by 5
(2+1+0+1+2)/5=6/5= MAD=6/5

basically it tells how spread out the graph is or how close the points are to the mean
so the smaller mean average deviation, the closer the points are to the mean
the bigger it is, the farther they are

so if they had the points 1,2,3,4,5 and mean is 3 and MAD=6/5, 6/5 is small so therefor the points are close to that number
if I had the points 1,1,1,2,5,5 and the mean was 3 and MAD=11/5, 11/5 is bigger than 6/5 and therefor the points are more spread out


therefor the math scores are closer togeher
science is farther apart

if you mean that the highest grade in math was compared witht eh highest grade in science, then science is higher since the plots are more spread out

since math had a smaller MAD than science, the points are closer together

so the answers are C and D
",4.1,Ambitious,17,46,https://brainly.com/question/999941,1455901766
